sourceId,sourceFen,setupMove,playableFen,solutionMoves,rating,difficulty,popularity,ratingDeviation,numberOfPlays,themes,reviewStatus,inclusionReason
ri0TY,r3kb1r/ppp1pppp/4q3/3N4/1PBn1Bb1/3P1N2/P1P2P2/R2QK2R w KQkq - 3 14,e1f1,r3kb1r/ppp1pppp/4q3/3N4/1PBn1Bb1/3P1N2/P1P2P2/R2Q1K1R b kq - 4 14,g4h3 f1g1 e6g4 f4g3 d4f3 d1f3 g4f3,2177,hard,99,76,1048,advantage opening pin veryLong,approved,"Approved hard Pin puzzle with popularity 99, 1048 plays, and rating deviation 76"
riKur,rnb1qb1r/k1B3p1/p2N1n1p/1p3p2/4p3/1Q6/PP3PPP/RN2KB1R b KQ - 0 17,f8d6,rnb1q2r/k1B3p1/p2b1n1p/1p3p2/4p3/1Q6/PP3PPP/RN2KB1R w KQ - 0 18,b3e3 d6c5 e3c5 a7b7 c5b6,1161,easy,100,78,17395,long mate mateIn3 middlegame,approved,"Approved easy Mate puzzle with popularity 100, 17395 plays, and rating deviation 78"
rlOce,1r1r2k1/4Qpp1/2q1B1p1/3P4/1p3P2/4BKP1/7P/8 b - - 0 42,c6b7,1r1r2k1/1q2Qpp1/4B1p1/3P4/1p3P2/4BKP1/7P/8 w - - 1 43,e6f7 g8h8 e7h4,1309,easy,100,75,4108,endgame mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 4108 plays, and rating deviation 75"
rtpJx,6k1/4p3/8/Pp1Pbp1p/1p3ppP/1P1Q4/5PPK/2r5 w - - 0 42,d3f5,6k1/4p3/8/Pp1PbQ1p/1p3ppP/1P6/5PPK/2r5 b - - 0 42,g4g3 f2g3 f4g3 h2h3 c1h1,1655,medium,100,76,4283,endgame long master mate mateIn3,approved,"Approved medium Mate puzzle with popularity 100, 4283 plays, and rating deviation 76"
ru7Tt,2Q5/4r1pk/p7/3p2qp/4n3/P4R1P/1PR3P1/7K w - - 3 34,c8f5,8/4r1pk/p7/3p1Qqp/4n3/P4R1P/1PR3P1/7K b - - 4 34,g5f5 f3f5 e4g3 h1g1 g3f5,1447,medium,100,74,3863,advantage attraction endgame fork long,approved,"Approved medium Fork puzzle with popularity 100, 3863 plays, and rating deviation 74"
ruo1A,6rk/1p1r1ppp/p1b1p3/1qR4Q/6R1/1B2P3/PP3PPP/6K1 b - - 8 24,b5b3,6rk/1p1r1ppp/p1b1p3/2R4Q/6R1/1q2P3/PP3PPP/6K1 w - - 0 25,h5h7 h8h7 c5h5,1495,medium,100,75,4047,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 4047 plays, and rating deviation 75"
s0bvu,3R4/8/4P3/8/3P4/5k2/r5p1/6K1 w - - 1 52,d8g8,6R1/8/4P3/8/3P4/5k2/r5p1/6K1 b - - 2 52,a2a1 g1h2 a1h1,1152,easy,100,76,5600,endgame mate mateIn2 rookEndgame short,approved,"Approved easy Mate puzzle with popularity 100, 5600 plays, and rating deviation 76"
sDVq0,4rr1k/6b1/p1p3Rp/1p6/4N3/1BPP2KQ/Pq5P/8 b - - 1 34,e8e4,5r1k/6b1/p1p3Rp/1p6/4r3/1BPP2KQ/Pq5P/8 w - - 0 35,g6h6 g7h6 h3h6,1216,easy,100,76,4964,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4964 plays, and rating deviation 76"
sKHMe,8/8/b4p1p/3kp1p1/4Q1P1/BPq2P2/P2p1K1P/8 b - - 3 48,d5e6,8/8/b3kp1p/4p1p1/4Q1P1/BPq2P2/P2p1K1P/8 w - - 4 49,e4f5 e6f7 f5h7 f7e6 h7e7 e6d5 e7d7,2039,hard,99,76,1106,endgame mate mateIn4 veryLong,approved,"Approved hard Mate puzzle with popularity 99, 1106 plays, and rating deviation 76"
sLQiM,r4rk1/p4p2/1p1bp1p1/7Q/P2B1q2/1P6/5PRP/6RK b - - 0 32,f4d4,r4rk1/p4p2/1p1bp1p1/7Q/P2q4/1P6/5PRP/6RK w - - 0 33,g2g6 f7g6 h5g6 d4g7 g6g7,2041,hard,100,75,1013,long mate mateIn3 middlegame sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 100, 1013 plays, and rating deviation 75"
sS4Ij,4k3/8/8/2pp4/3B4/1Pp4P/1b3PP1/4K3 w - - 0 40,d4c5,4k3/8/8/2Bp4/8/1Pp4P/1b3PP1/4K3 b - - 0 40,c3c2 c5e3 d5d4 e3g5 d4d3,2020,hard,99,77,1186,advancedPawn bishopEndgame crushing endgame long,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1186 plays, and rating deviation 77"
sU9Gs,3rr1k1/5pp1/p2p1q1p/8/3R2P1/1PPQ4/P4PP1/3R2K1 w - - 6 27,d4d6,3rr1k1/5pp1/p2R1q1p/8/6P1/1PPQ4/P4PP1/3R2K1 b - - 0 27,d8d6 d3d6 e8e1 d1e1 f6d6,1608,medium,100,75,5698,advantage deflection endgame long,approved,"Approved medium Deflection puzzle with popularity 100, 5698 plays, and rating deviation 75"
sW6Uc,3rk2r/5p1p/pq2pp2/3N3Q/P7/8/1PP3PP/4R2K b k - 0 19,b6d4,3rk2r/5p1p/p3pp2/3N3Q/P2q4/8/1PP3PP/4R2K w k - 1 20,e1e6 e8f8 h5h6 f8g8 d5e7,2055,hard,98,74,3787,endgame long mate mateIn3 pin,approved,"Approved hard Pin puzzle with popularity 98, 3787 plays, and rating deviation 74"
si5hi,8/8/2P4R/6p1/5kP1/7P/2r3K1/8 w - - 1 45,g2h1,8/8/2P4R/6p1/5kP1/7P/2r5/7K b - - 2 45,f4g3 h6f6 c2c1 f6f1 c1f1,1285,easy,100,75,4640,endgame exposedKing long mate mateIn3 rookEndgame,approved,"Approved easy Mate puzzle with popularity 100, 4640 plays, and rating deviation 75"
sm7EE,r2qkbnr/2pb3p/p2p1pN1/1p3P1Q/4P3/1nN5/PPPP2PP/R1B1K2R b KQkq - 0 11,h7g6,r2qkbnr/2pb4/p2p1pp1/1p3P1Q/4P3/1nN5/PPPP2PP/R1B1K2R w KQkq - 0 12,h5g6 e8e7 c3d5,1052,easy,100,76,9600,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 9600 plays, and rating deviation 76"
smVU2,8/2p1q3/pkR4p/1p4p1/PP6/3p1QPP/4rP1K/8 b - - 1 40,b6a7,8/k1p1q3/p1R4p/1p4p1/PP6/3p1QPP/4rP1K/8 w - - 2 41,c6a6 a7a6 f3a8 a6b6 a4a5,2071,hard,99,75,1482,attraction endgame long mate mateIn3 sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 99, 1482 plays, and rating deviation 75"
sp1S7,7k/5pp1/2R4p/r7/5q2/6PP/1BR2P1K/8 b - - 0 38,f4f3,7k/5pp1/2R4p/r7/8/5qPP/1BR2P1K/8 w - - 1 39,c6h6 h8g8 c2c8,1538,medium,100,74,3323,endgame mate mateIn2 pin short,approved,"Approved medium Pin puzzle with popularity 100, 3323 plays, and rating deviation 74"
srqLt,r1b1k2r/pp1pbppp/8/3npNB1/2q1P3/8/PP3PPP/R2Q2KR b kq - 1 14,e7g5,r1b1k2r/pp1p1ppp/8/3npNb1/2q1P3/8/PP3PPP/R2Q2KR w kq - 0 15,f5d6 e8f8 d6c4,1409,medium,100,76,3744,advantage fork middlegame short,approved,"Approved medium Fork puzzle with popularity 100, 3744 plays, and rating deviation 76"
suHfi,8/4k2p/p4p1Q/2q1p1n1/2P1P2P/6P1/P2r2K1/2R2B2 w - - 1 36,g2h1,8/4k2p/p4p1Q/2q1p1n1/2P1P2P/6P1/P2r4/2R2B1K b - - 2 36,c5g1 h1g1 g5f3 g1h1 d2h2,2330,hard,100,79,1111,arabianMate attraction endgame exposedKing long mate mateIn3 sacrifice,approved,"Approved hard Sacrifice puzzle with popularity 100, 1111 plays, and rating deviation 79"
sxjOy,6k1/5p1p/6p1/1R6/4Pq2/1Q5P/BPr2PP1/2rR2K1 w - - 3 37,b3f3,6k1/5p1p/6p1/1R6/4Pq2/5Q1P/BPr2PP1/2rR2K1 b - - 4 37,c1d1 f3d1 f4f2 g1h2 f2g2,2287,hard,100,77,1673,long mate mateIn3 middlegame,approved,"Approved hard Mate puzzle with popularity 100, 1673 plays, and rating deviation 77"
t0f0D,6rk/p4R2/1p1Q3p/2p5/3bN3/P2P3P/1PP1q1P1/6K1 w - - 1 28,e4f2,6rk/p4R2/1p1Q3p/2p5/3b4/P2P3P/1PP1qNP1/6K1 b - - 2 28,e2e1 g1h2 d4e5 d6e5 e1e5,1582,medium,100,76,3810,crushing endgame fork long,approved,"Approved medium Fork puzzle with popularity 100, 3810 plays, and rating deviation 76"
t2mmB,5r1k/2p3p1/4p2p/PPb5/8/r3PB2/4KP1P/1R5R w - - 2 31,a5a6,5r1k/2p3p1/P3p2p/1Pb5/8/r3PB2/4KP1P/1R5R b - - 0 31,a3a2 e2d3 f8f3,1370,easy,100,75,4420,advantage deflection endgame short,approved,"Approved easy Deflection puzzle with popularity 100, 4420 plays, and rating deviation 75"
t3DPT,8/5p2/pp2rk2/2pR3p/5P1P/P7/1PPK4/8 b - - 1 37,f6g6,8/5p2/pp2r1k1/2pR3p/5P1P/P7/1PPK4/8 w - - 2 38,f4f5 g6f6 f5e6,1402,medium,100,76,3498,crushing endgame fork rookEndgame short,approved,"Approved medium Fork puzzle with popularity 100, 3498 plays, and rating deviation 76"
tFa4x,r5k1/p1p2ppp/4r3/3p1B2/3B4/2P2bq1/PP6/R2Q1R1K w - - 0 20,f1f3,r5k1/p1p2ppp/4r3/3p1B2/3B4/2P2Rq1/PP6/R2Q3K b - - 0 20,e6h6 f5h3 h6h3,1515,medium,100,76,3854,mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 3854 plays, and rating deviation 76"
tHHSQ,5rk1/p5pp/3Q2N1/1r3q2/6n1/3P2P1/P2B1PK1/R6R w - - 1 28,g6f8,5Nk1/p5pp/3Q4/1r3q2/6n1/3P2P1/P2B1PK1/R6R b - - 0 28,f5f2 g2h3 b5h5 h3g4 f2f5,1327,easy,100,74,4369,fork long mate mateIn3 middlegame sacrifice triangleMate,approved,"Approved easy Fork puzzle with popularity 100, 4369 plays, and rating deviation 74"
tJWHT,8/5p1k/R4P2/7K/7P/8/p7/r7 b - - 0 41,h7g8,6k1/5p2/R4P2/7K/7P/8/p7/r7 w - - 1 42,h5h6 a1b1 a6a8 b1b8 a8b8,1449,medium,100,75,3983,endgame long mate mateIn3 rookEndgame,approved,"Approved medium Mate puzzle with popularity 100, 3983 plays, and rating deviation 75"
tbW3e,4r3/p5pk/7p/8/3Q4/2Pn2B1/P3qPPP/5RK1 w - - 5 33,c3c4,4r3/p5pk/7p/8/2PQ4/3n2B1/P3qPPP/5RK1 b - - 0 33,e2f1 g1f1 e8e1,1486,medium,100,75,3655,attraction endgame mate mateIn2 sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3655 plays, and rating deviation 75"
tepX0,r5r1/ppq2pkn/3p2p1/2pPpN2/4P3/2P4R/PP3PPP/R1Q3K1 b - - 1 20,g6f5,r5r1/ppq2pkn/3p4/2pPpp2/4P3/2P4R/PP3PPP/R1Q3K1 w - - 0 21,c1h6 g7h8 h6h7,967,easy,100,76,15738,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 15738 plays, and rating deviation 76"
tgAAi,1R4rk/r2p1p2/2p2p2/4p2p/4P3/2PP2Pq/P2Q1P2/1R4K1 b - - 1 24,g8b8,1r5k/r2p1p2/2p2p2/4p2p/4P3/2PP2Pq/P2Q1P2/1R4K1 w - - 0 25,d2h6 h8g8 b1b8,1172,easy,100,77,16864,endgame intermezzo mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 16864 plays, and rating deviation 77"
tiI1w,r2qk2r/pp3pp1/2n1p3/7p/3P2n1/2P2B2/PP1N1PPK/R1BQ1R2 w kq - 1 12,f3g4,r2qk2r/pp3pp1/2n1p3/7p/3P2B1/2P5/PP1N1PPK/R1BQ1R2 b kq - 0 12,h5g4 h2g3 d8h4,2013,hard,100,77,1121,advantage discoveredAttack middlegame short,approved,"Approved hard Discovered attack puzzle with popularity 100, 1121 plays, and rating deviation 77"
tjMv4,3r3r/5pkN/1qn2Qp1/pp6/2p1B3/P6P/1PP3P1/R6K b - - 3 27,g7h7,3r3r/5p1k/1qn2Qp1/pp6/2p1B3/P6P/1PP3P1/R6K w - - 0 28,f6f7 h7h6 f7g6,1299,easy,100,77,4765,mate mateIn2 middlegame short,approved,"Approved easy Mate puzzle with popularity 100, 4765 plays, and rating deviation 77"
to7fO,r2rb1k1/pp4p1/2pNp1np/2P1Ppq1/3P4/3B2Pn/P1QN1PKP/R4R2 w - - 5 22,g2h3,r2rb1k1/pp4p1/2pNp1np/2P1Ppq1/3P4/3B2PK/P1QN1P1P/R4R2 b - - 0 22,g6f4 g3f4 g5g4,2005,hard,98,74,2265,mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 98, 2265 plays, and rating deviation 74"
ttvSr,b7/p3PQ2/6pk/Pr2p1p1/7q/4R3/BP3PP1/7K w - - 4 37,e3h3,b7/p3PQ2/6pk/Pr2p1p1/7q/7R/BP3PP1/7K b - - 5 37,h4h3 h1g1 h3g2,1454,medium,100,75,5378,endgame mate mateIn2 pin short,approved,"Approved medium Pin puzzle with popularity 100, 5378 plays, and rating deviation 75"
tuouE,r7/6p1/k1r1Pn1p/pqBpQp2/1p3P2/3P4/2P1B1PP/5RK1 b - - 12 30,b5c5,r7/6p1/k1r1Pn1p/p1qpQp2/1p3P2/3P4/2P1B1PP/5RK1 w - - 0 31,d3d4 c5b5 e2b5,1346,easy,100,76,4242,advantage discoveredAttack discoveredCheck middlegame short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4242 plays, and rating deviation 76"
tyVKn,3R2k1/p7/2p3p1/1p2p1p1/4Pb2/2N2q2/PPK5/3R4 b - - 3 43,g8h7,3R4/p6k/2p3p1/1p2p1p1/4Pb2/2N2q2/PPK5/3R4 w - - 4 44,d1d7 h7h6 d8h8,1468,medium,100,74,3837,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 3837 plays, and rating deviation 74"
u4o0N,r2q1r1k/pp1nN1pp/1b3p2/3p4/3N1R2/2P4P/PPQ3P1/4R1K1 b - - 4 25,d7e5,r2q1r1k/pp2N1pp/1b3p2/3pn3/3N1R2/2P4P/PPQ3P1/4R1K1 w - - 5 26,c2h7 h8h7 f4h4,1713,medium,100,77,3538,anastasiaMate attraction kingsideAttack mate mateIn2 middlegame sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 3538 plays, and rating deviation 77"
u5BkX,4r1k1/4P3/1p1q1r2/1p4p1/2p3Pp/P3RR1P/1PQ2K2/8 w - - 0 48,f3f6,4r1k1/4P3/1p1q1R2/1p4p1/2p3Pp/P3R2P/1PQ2K2/8 b - - 0 48,d6h2 f2f1 h2c2,1452,medium,100,75,2907,crushing endgame short skewer,approved,"Approved medium Skewer puzzle with popularity 100, 2907 plays, and rating deviation 75"
u5MAb,r1b1k3/1p3p2/1qp4r/p3pp1P/Pnn5/2N2N1B/1PPQ3P/2KR3R w q - 7 20,d2h6,r1b1k3/1p3p2/1qp4Q/p3pp1P/Pnn5/2N2N1B/1PP4P/2KR3R b q - 0 20,b4a2 c3a2 b6b2,1292,easy,100,75,4417,discoveredAttack mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved easy Discovered attack puzzle with popularity 100, 4417 plays, and rating deviation 75"
uNoSi,8/pR6/P5pk/2bN4/4P3/6K1/r7/8 w - - 3 55,b7c7,8/p1R5/P5pk/2bN4/4P3/6K1/r7/8 b - - 4 55,c5d6 g3f3 d6c7,1484,medium,100,77,3523,advantage endgame fork short,approved,"Approved medium Fork puzzle with popularity 100, 3523 plays, and rating deviation 77"
uWClY,8/8/2B5/1p6/2p5/1k2K3/8/8 w - - 2 60,e3d2,8/8/2B5/1p6/2p5/1k6/3K4/8 b - - 3 60,b3b2 c6b5 c4c3 d2d3 c3c2,2002,hard,99,74,1193,advancedPawn bishopEndgame crushing endgame exposedKing long,approved,"Approved hard Advanced pawn tactics puzzle with popularity 99, 1193 plays, and rating deviation 74"
uXzhD,8/p4p1k/2Q1b1p1/7r/2P1B3/1P2q1PP/P6K/6R1 w - - 3 34,h3h4,8/p4p1k/2Q1b1p1/7r/2P1B2P/1P2q1P1/P6K/6R1 b - - 0 34,h5h4 g3h4 e3h3,1422,medium,100,77,4318,endgame mate mateIn2 sacrifice short,approved,"Approved medium Sacrifice puzzle with popularity 100, 4318 plays, and rating deviation 77"
uci1s,8/1p2r1kp/p6R/8/P2Kpp2/2P5/1P3PPP/8 w - - 2 42,h6h4,8/1p2r1kp/p7/8/P2Kpp1R/2P5/1P3PPP/8 b - - 3 42,e4e3 h4f4 e3e2,1401,medium,100,74,3900,advancedPawn crushing endgame rookEndgame short,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3900 plays, and rating deviation 74"
udngX,8/5p2/4k2P/6R1/6K1/4r3/8/8 b - - 1 52,e6f6,8/5p2/5k1P/6R1/6K1/4r3/8/8 w - - 2 53,h6h7 e3e8 g5g8,1434,medium,100,78,3435,advancedPawn crushing endgame rookEndgame short,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3435 plays, and rating deviation 78"
ukqDb,4r1k1/5pp1/7B/p7/1p6/3B2QP/2P3PK/q7 b - - 2 32,e8e1,6k1/5pp1/7B/p7/1p6/3B2QP/2P3PK/q3r3 w - - 3 33,g3b8 e1e8 b8e8,1613,medium,100,76,5478,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 5478 plays, and rating deviation 76"
ulfIa,r1b1k2r/pppp1pp1/8/2b1p3/3nP1P1/2N3q1/PPP2PB1/R1BQR1K1 w kq - 0 12,f2g3,r1b1k2r/pppp1pp1/8/2b1p3/3nP1P1/2N3P1/PPP3B1/R1BQR1K1 b kq - 0 12,d4e2 g1f1 e2g3,2031,hard,100,78,1771,doubleCheck kingsideAttack master mate mateIn2 opening short,approved,"Approved hard Mate puzzle with popularity 100, 1771 plays, and rating deviation 78"
unjzz,6k1/pp4p1/8/3b1q1N/6rP/2P2P1K/PP3QP1/R7 w - - 0 33,h5g3,6k1/pp4p1/8/3b1q2/6rP/2P2PNK/PP3QP1/R7 b - - 1 33,g4h4 h3h4 g7g5 h4h5 d5f7 h5h6 f5f6,2114,hard,100,75,1016,attraction doubleCheck endgame mate mateIn4 sacrifice veryLong,approved,"Approved hard Sacrifice puzzle with popularity 100, 1016 plays, and rating deviation 75"
uoEgf,8/8/1Qp3k1/1P1p1p2/3P4/5PP1/4q1KP/8 w - - 1 43,g2h3,8/8/1Qp3k1/1P1p1p2/3P4/5PPK/4q2P/8 b - - 2 43,g6h5 g3g4 f5g4 f3g4 e2g4,2183,hard,99,76,1431,endgame long mate mateIn3 queenEndgame xRayAttack,approved,"Approved hard Mate puzzle with popularity 99, 1431 plays, and rating deviation 76"
usLTL,3r3k/1p1r1p1n/2p4R/3pq3/2B1P3/pPP2P2/P5QP/1K4R1 b - - 1 28,d5c4,3r3k/1p1r1p1n/2p4R/4q3/2p1P3/pPP2P2/P5QP/1K4R1 w - - 0 29,h6h7 h8h7 g2h3 e5h5 h3h5,1371,easy,100,74,4485,attraction exposedKing kingsideAttack long mate mateIn3 middlegame sacrifice,approved,"Approved easy Sacrifice puzzle with popularity 100, 4485 plays, and rating deviation 74"
v40QF,3r4/p2PR3/4B1k1/5p2/1p3K1p/1PbPp1r1/4R1P1/8 b - - 2 51,c3f6,3r4/p2PR3/4Bbk1/5p2/1p3K1p/1P1Pp1r1/4R1P1/8 w - - 3 52,e6f5 g6h6 e7h7,2014,hard,100,75,1011,endgame mate mateIn2 short,approved,"Approved hard Mate puzzle with popularity 100, 1011 plays, and rating deviation 75"
v9paR,8/1p1kP3/p2P1K2/2B2p2/7p/P7/2b5/8 b - - 1 43,d7e8,4k3/1p2P3/p2P1K2/2B2p2/7p/P7/2b5/8 w - - 2 44,d6d7 e8d7 f6f7 c2b3 f7f8,1743,medium,100,76,3713,advancedPawn bishopEndgame crushing defensiveMove endgame long,approved,"Approved medium Advanced pawn tactics puzzle with popularity 100, 3713 plays, and rating deviation 76"
vAQtP,8/6P1/8/5P2/4k1K1/8/3p2R1/7r w - - 0 58,g7g8q,6Q1/8/8/5P2/4k1K1/8/3p2R1/7r b - - 0 58,d2d1q g4g5 d1h5 g5f6 h5f5,2006,hard,100,77,1577,advancedPawn crushing endgame long promotion,approved,"Approved hard Promotion puzzle with popularity 100, 1577 plays, and rating deviation 77"
vIJra,8/p3P3/1p1k1K2/4R3/P1pP4/2P2p2/1P2r3/8 b - - 0 47,e2e5,8/p3P3/1p1k1K2/4r3/P1pP4/2P2p2/1P6/8 w - - 0 48,d4e5 d6d7 f6f7 f3f2 e7e8q,1429,medium,100,74,3166,advancedPawn crushing endgame long promotion,approved,"Approved medium Promotion puzzle with popularity 100, 3166 plays, and rating deviation 74"
vJ3yv,3q4/p7/4Q3/5ppk/3P3r/1P2N3/P3K3/8 b - - 3 43,d8h8,7q/p7/4Q3/5ppk/3P3r/1P2N3/P3K3/8 w - - 4 44,e6f7 h5h6 e3f5,1190,easy,100,76,6230,endgame master mate mateIn2 short,approved,"Approved easy Mate puzzle with popularity 100, 6230 plays, and rating deviation 76"
vKJXg,b5k1/p2R1p1p/Pp4p1/1P2q3/8/4P2P/Q3BPP1/2r3K1 w - - 3 27,e2f1,b5k1/p2R1p1p/Pp4p1/1P2q3/8/4P2P/Q4PP1/2r2BK1 b - - 4 27,c1f1 g1f1 e5b5 f1g1 b5d7,2060,hard,100,77,1101,advantage attraction endgame fork long,approved,"Approved hard Fork puzzle with popularity 100, 1101 plays, and rating deviation 77"
vPomE,8/8/8/2kn3R/P7/4rP2/5K2/8 b - - 18 58,c5d4,8/8/8/3n3R/P2k4/4rP2/5K2/8 w - - 19 59,h5d5 d4d5 f2e3,1431,medium,100,75,4251,crushing deflection endgame master short,approved,"Approved medium Deflection puzzle with popularity 100, 4251 plays, and rating deviation 75"
vRuwO,8/3r1k1p/6p1/4Qp2/2q5/7P/6P1/4R2K b - - 0 48,c4a2,8/3r1k1p/6p1/4Qp2/8/7P/q5P1/4R2K w - - 1 49,e5e8 f7f6 e8d7,1326,easy,100,76,4778,crushing endgame fork master short,approved,"Approved easy Fork puzzle with popularity 100, 4778 plays, and rating deviation 76"
vTp8l,8/8/8/1R3KP1/7P/r1k5/1p3P2/8 w - - 5 49,g5g6,8/8/6P1/1R3K2/7P/r1k5/1p3P2/8 b - - 0 49,a3b3 b5b3 c3b3 f5f6 b2b1q,1539,medium,100,76,3826,advancedPawn crushing endgame long promotion rookEndgame,approved,"Approved medium Promotion puzzle with popularity 100, 3826 plays, and rating deviation 76"
vUtMf,2kr4/pp1n2Q1/2pR1np1/8/3P1B2/P1qB1Pp1/2P3K1/8 b - - 1 22,c3e1,2kr4/pp1n2Q1/2pR1np1/8/3P1B2/P2B1Pp1/2P3K1/4q3 w - - 2 23,d6c6 b7c6 d3a6,2111,hard,98,77,2073,mate mateIn2 middlegame queensideAttack sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 98, 2073 plays, and rating deviation 77"
vUvRm,6k1/5rp1/p3Q3/2P5/3p1q1P/P2P1b2/1r1NR3/4K1R1 w - - 0 31,d2f3,6k1/5rp1/p3Q3/2P5/3p1q1P/P2P1N2/1r2R3/4K1R1 b - - 0 31,b2b1 e1f2 f4f3,2005,hard,100,75,1010,intermezzo mate mateIn2 middlegame short,approved,"Approved hard Mate puzzle with popularity 100, 1010 plays, and rating deviation 75"
vZ3H9,8/RP3p2/8/1r1pk3/8/8/6PK/8 b - - 3 49,d5d4,8/RP3p2/8/1r2k3/3p4/8/6PK/8 w - - 0 50,a7a5 b5a5 b7b8q,1227,easy,100,74,4429,advancedPawn crushing deflection endgame pin promotion rookEndgame short,approved,"Approved easy Pin puzzle with popularity 100, 4429 plays, and rating deviation 74"
vi0tl,r4r1k/pp3p1p/1qn3p1/2bpPNQ1/8/1PnBB3/P4PPP/1R2K2R b K - 5 17,c5e3,r4r1k/pp3p1p/1qn3p1/3pPNQ1/8/1PnBb3/P4PPP/1R2K2R w K - 0 18,g5f6 h8g8 f6g7,1526,medium,100,77,5647,kingsideAttack mate mateIn2 middlegame short,approved,"Approved medium Mate puzzle with popularity 100, 5647 plays, and rating deviation 77"
vmCUM,4r3/p4k2/1p6/2p3qR/2P1nN2/4n1P1/PPQ1PPK1/3R4 w - - 1 27,g2f3,4r3/p4k2/1p6/2p3qR/2P1nN2/4nKP1/PPQ1PP2/3R4 b - - 2 27,e4d2 d1d2 g5g4,2359,hard,99,80,1361,mate mateIn2 middlegame sacrifice short,approved,"Approved hard Sacrifice puzzle with popularity 99, 1361 plays, and rating deviation 80"
vqaR0,8/pp5k/2p3pP/3p4/P2P3R/5PK1/1PPrr3/2R5 w - - 1 31,h4f4,8/pp5k/2p3pP/3p4/P2P1R2/5PK1/1PPrr3/2R5 b - - 2 31,e2g2 g3h4 g6g5 h4h5 g5f4,2068,hard,99,75,1042,crushing endgame fork long rookEndgame,approved,"Approved hard Fork puzzle with popularity 99, 1042 plays, and rating deviation 75"
vrk7n,8/p7/8/6Kp/3kp2P/5p2/P7/5R2 w - - 2 58,g5h5,8/p7/8/7K/3kp2P/5p2/P7/5R2 b - - 0 58,e4e3 f1f3 e3e2 f3f7 e2e1q,2018,hard,99,75,1181,advancedPawn crushing endgame long promotion rookEndgame,approved,"Approved hard Promotion puzzle with popularity 99, 1181 plays, and rating deviation 75"
vt86W,4Rr1k/pR3Q1p/1p4pq/6r1/8/P7/1P4PP/6K1 b - - 5 30,g5f5,4Rr1k/pR3Q1p/1p4pq/5r2/8/P7/1P4PP/6K1 w - - 6 31,e8f8 h6f8 f7h7,1463,medium,100,75,3537,endgame mate mateIn2 short,approved,"Approved medium Mate puzzle with popularity 100, 3537 plays, and rating deviation 75"
vtEEk,8/2p3pk/2R4p/3qrp1Q/8/3r2PK/P4P1P/2R5 b - - 6 35,f5f4,8/2p3pk/2R4p/3qr2Q/5p2/3r2PK/P4P1P/2R5 w - - 0 36,c6h6 g7h6 c1c7 d5d7 c7d7 d3d7 h5e5,2008,hard,100,76,1067,crushing discoveredAttack endgame sacrifice veryLong,approved,"Approved hard Discovered attack puzzle with popularity 100, 1067 plays, and rating deviation 76"
vtGTA,8/3b1kpp/3P1p2/3Bp3/8/6P1/4KP1P/8 b - - 3 28,d7e6,8/5kpp/3Pbp2/3Bp3/8/6P1/4KP1P/8 w - - 4 29,d6d7 e6d5 d7d8q,1217,easy,100,76,5913,advancedPawn bishopEndgame crushing endgame pin promotion short,approved,"Approved easy Pin puzzle with popularity 100, 5913 plays, and rating deviation 76"
vuGoB,3r4/1pk3b1/1p1p3p/5BpR/2P3P1/1P3b2/K7/3R4 w - - 4 42,d1e1,3r4/1pk3b1/1p1p3p/5BpR/2P3P1/1P3b2/K7/4R3 b - - 5 42,d8a8 a2b1 a8a1 b1c2 a1e1,1167,easy,100,75,3428,crushing endgame long skewer,approved,"Approved easy Skewer puzzle with popularity 100, 3428 plays, and rating deviation 75"
